2021-07-01T14:39:49,2021-07-01T14:42:34,731,Leppävaarankäytävä,737,Muurarinkuja,392,160
2021-07-01T14:39:49,2021-07-01T14:41:25,621,Hauenkalliontie,621,Hauenkalliontie,2,91
2021-07-01T14:39:40,2021-07-01T14:51:00,112,Rautatieläisenkatu,118,Fleminginkatu,1826,679
2021-07-01T14:39:37,2021-07-01T14:42:33,541,"Aalto-yliopisto (M), Korkeakouluaukio",547,Jämeräntaival,690,172
2021-07-01T14:39:35,2021-07-01T14:51:49,027,Eerikinkatu,065,Hernesaarenranta,2070,729
2021-07-01T14:39:33,2021-07-01T14:53:13,019,Rautatientori / itä,007,Designmuseo,1279,822
2021-07-01T14:39:31,2021-07-01T14:56:48,565,Mankkaanaukio,555,Kalevalantie,2681,1033
2021-07-01T14:39:31,2021-07-01T14:58:32,235,Katariina Saksilaisen katu,122,Lintulahdenkatu,5613,1137
2021-07-01T14:39:30,2021-07-01T14:42:27,573,Urheilupuisto (M),575,Tontunmäentie,605,175
2021-07-01T14:39:26,2021-07-01T15:35:26,218,Pohjois-Haagan asema,044,Sörnäinen (M),9728,3352
2021-07-01T14:39:23,2021-07-01T14:46:38,010,Kasarmitori,021,Töölönlahdenkatu,1221,430
2021-07-01T14:39:21,2021-07-01T14:50:55,517,Länsituuli,581,Niittykumpu (M),2227,690
2021-07-01T14:39:18,2021-07-01T14:51:26,203,Opastinsilta,044,Sörnäinen (M),2344,688
2021-07-01T14:39:16,2021-07-01T14:42:50,046,Diakoniapuisto,041,Ympyrätalo,899,213
2021-07-01T14:39:15,2021-07-01T14:52:52,293,Korkeasaari,123,Näkinsilta,2495,813
2021-07-01T14:39:15,2021-07-01T14:51:19,022,Rautatientori / länsi,118,Fleminginkatu,3099,722
2021-07-01T14:39:14,2021-07-01T15:04:48,023,Kiasma,051,Itälahdenkatu,4612,1530
2021-07-01T14:38:52,2021-07-01T14:58:42,019,Rautatientori / itä,134,Haukilahdenkatu,4445,1187
2021-07-01T14:38:46,2021-07-01T14:49:54,281,Puotila (M),281,Puotila (M),0,664
2021-07-01T14:38:45,2021-07-01T15:08:42,218,Pohjois-Haagan asema,021,Töölönlahdenkatu,8646,1797
2021-07-01T14:38:43,2021-07-01T14:46:53,149,Toinen linja,113,Pasilan asema,2144,485
2021-07-01T14:38:40,2021-07-01T14:54:08,218,Pohjois-Haagan asema,711,Kirjurinkuja,3865,924
2021-07-01T14:38:39,2021-07-01T14:40:58,215,Pitäjänmäen asema,210,Pajamäki,686,138
2021-07-01T14:38:37,2021-07-01T15:04:20,120,Mäkelänkatu,022,Rautatientori / länsi,3778,1542
2021-07-01T14:38:28,2021-07-01T16:26:10,205,Ilmalan asema,112,Rautatieläisenkatu,1041,6458
2021-07-01T14:38:28,2021-07-01T14:41:54,355,Halmetie,352,Tapanilan asema,753,202
2021-07-01T14:38:28,2021-07-01T14:49:39,583,Haukilahdensolmu,625,Suomenlahdentie,2336,670
2021-07-01T14:38:26,2021-07-01T14:50:37,284,Myllypuro (M),286,Mamsellimyllynkatu,1752,727
2021-07-01T14:38:22,2021-07-01T14:47:42,045,Brahen kenttä,150,Töölönlahden puisto,2191,556
2021-07-01T14:38:19,2021-07-01T15:04:24,029,Baana,037,Töölönkatu,2348,1560
2021-07-01T14:38:17,2021-07-01T14:58:16,109,Hertanmäenkatu,138,Arabiankatu,4028,1197
2021-07-01T14:38:11,2021-07-01T14:53:41,006,Hietalahdentori,053,Heikkiläntie,0,925
2021-07-01T14:38:09,2021-07-01T14:48:58,555,Kalevalantie,571,Tapiolan urheilupuisto,1721,644
2021-07-01T14:38:02,2021-07-01T14:44:05,082,Töölöntulli,076,Olympiastadion,1049,360
2021-07-01T14:38:00,2021-07-01T14:57:02,064,Tyynenmerenkatu,036,Apollonkatu,2352,1137
2021-07-01T14:37:59,2021-07-01T14:49:02,591,Mellstenintie,573,Urheilupuisto (M),2499,657
2021-07-01T14:37:56,2021-07-01T14:41:12,259,Petter Wetterin tie,256,Herttoniemenranta,571,192
2021-07-01T14:37:51,2021-07-01T14:57:16,064,Tyynenmerenkatu,045,Brahen kenttä,4726,1163
